loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,sub_class,work_type,employer_type,industry,work_year,house_exist,house_loan_status,censor_status,marriage,offsprings,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,pub_dero_bankrup,early_return,early_return_amount,early_return_amount_3mon,recircle_b,recircle_u,initial_list_status,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,f5,is_Default
216387,744937,20000.0,3,7.34,620.66,A,A4,工人,普通企业,住宿和餐饮业,10+ years,0,2,0,0,0,2018-03-01,4,123.0,12,29.5,0.0,795.0,799.0,0.0,0,0,0.0,7698.0,10.3,0,May-1988,4.0,1.0,8.0,0.0,23.0,17.0,12.0,0.0,1
135867,744938,20800.0,3,8.39,655.55,B,B1,其他,普通企业,金融业,8 years,0,0,1,1,3,2016-02-01,0,102.0,26,18.23,0.0,670.0,674.0,0.0,0,0,0.0,56982.0,82.9,0,Jun-1990,0.0,1.0,7.0,0.0,7.0,15.0,9.0,0.0,0
240003,744939,24000.0,3,7.89,750.86,A,A5,其他,普通企业,文化和体育业,8 years,0,0,2,0,0,2016-03-01,0,324.0,10,77.23,1.0,680.0,684.0,0.0,19,2432,558.6081683263643,37377.0,61.2,0,Dec-1984,0.0,1.0,6.0,0.0,10.0,12.0,9.0,0.0,0
741809,744940,8000.0,3,5.32,240.92,A,A1,公务员,上市企业,金融业,< 1 year,0,0,1,1,3,2015-09-01,0,418.0,45,6.94,0.0,755.0,759.0,0.0,0,0,0.0,31309.0,39.0,0,Jan-1999,0.0,1.0,4.0,0.0,4.0,14.0,4.0,0.0,0
182807,744941,7000.0,3,9.67,224.79,B,B1,其他,世界五百强,采矿业,,2,0,1,1,2,2014-02-01,0,699.0,0,14.19,0.0,735.0,739.0,0.0,0,0,0.0,7202.0,14.0,0,Feb-1996,0.0,1.0,6.0,0.0,3.0,16.0,11.0,0.0,0
237111,744942,7000.0,3,11.99,232.47,C,C1,公务员,普通企业,房地产业,1 year,1,0,2,0,0,2016-02-01,0,2.0,2,19.61,0.0,685.0,689.0,0.0,0,0,0.0,4625.0,38.5,0,Jan-2008,0.0,1.0,4.0,0.0,10.0,7.0,3.0,0.0,1
147688,744943,9500.0,3,14.99,329.28,C,C5,工程师,上市企业,房地产业,,2,1,1,2,0,2014-09-01,1,460.0,27,1.03,0.0,705.0,709.0,0.0,0,0,0.0,2805.0,58.4,1,Aug-2009,1.0,1.0,2.0,0.0,12.0,2.0,1.0,0.0,1
365121,744944,11000.0,3,14.16,376.81,C,C2,职员,政府机构,农、林、牧、渔业,8 years,0,0,0,0,0,2014-02-01,0,120.0,21,11.77,1.0,665.0,669.0,2.0,0,0,0.0,9745.0,72.0,0,Sep-1995,0.0,1.0,7.0,,4.0,23.0,15.0,1.0,0
357001,744945,24000.0,3,16.02,844.01,C,C5,工程师,世界五百强,住宿和餐饮业,2 years,0,1,0,0,0,2017-05-01,0,125.0,9,13.92,0.0,715.0,719.0,0.0,0,0,0.0,10337.0,26.5,0,Oct-1998,0.0,1.0,1.0,0.0,13.0,19.0,11.0,2.0,0
155911,744946,14400.0,3,12.23,479.87,C,C1,公务员,世界五百强,公共服务、社会组织,4 years,0,2,1,1,0,2010-11-01,3,141.0,13,3.71,0.0,690.0,694.0,0.0,0,0,0.0,10450.0,75.0,1,Sep-2001,11504.0,1.0,,,,,,,0
11161,744947,30000.0,3,14.99,1039.82,C,C4,职员,政府机构,住宿和餐饮业,8 years,1,0,1,0,0,2016-11-01,0,277.0,8,22.84,0.0,695.0,699.0,0.0,0,0,0.0,17502.0,66.5,0,Apr-2007,0.0,1.0,13.0,0.0,7.0,18.0,9.0,0.0,0
634977,744948,25000.0,5,12.99,568.7,C,C2,其他,普通企业,电力、热力生产供应业,10+ years,1,0,0,0,0,2016-03-01,0,203.0,30,12.44,0.0,670.0,674.0,1.0,0,0,0.0,8577.0,37.1,0,Aug-1995,0.0,1.0,8.0,0.0,3.0,20.0,11.0,0.0,1
399733,744949,3825.0,3,17.27,136.89,D,D3,其他,普通企业,电力、热力生产供应业,,1,1,0,1,4,2011-11-01,0,170.0,23,12.25,0.0,665.0,669.0,0.0,0,0,0.0,4996.0,83.3,1,Apr-2001,41.0,1.0,,,,,,,1
1585,744950,13000.0,5,14.99,309.21,C,C4,公务员,政府机构,文化和体育业,3 years,1,0,1,0,0,2016-11-01,0,91.0,7,14.35,0.0,675.0,679.0,1.0,0,0,0.0,8084.0,65.7,0,Sep-2000,0.0,1.0,4.0,0.0,14.0,4.0,3.0,1.0,0
358382,744951,30000.0,3,6.99,926.18,A,A3,其他,普通企业,电力、热力生产供应业,10+ years,0,1,1,3,2,2016-01-01,4,134.0,8,17.7,0.0,705.0,709.0,0.0,0,0,0.0,250837.0,89.0,0,Mar-1997,4.0,1.0,13.0,,1.0,25.0,14.0,0.0,0
118486,744952,24000.0,3,6.03,730.46,A,A1,其他,普通企业,金融业,9 years,0,0,2,2,0,2013-03-01,0,5.0,4,21.71,0.0,730.0,734.0,0.0,0,0,0.0,55939.0,17.4,1,Mar-1999,45788.0,1.0,7.0,0.0,13.0,27.0,15.0,0.0,0
589129,744953,12800.0,5,11.99,284.67,B,B5,公务员,普通企业,电力、热力生产供应业,10+ years,1,0,0,0,0,2017-06-01,0,48.0,10,20.37,0.0,705.0,709.0,1.0,0,0,0.0,10184.0,49.9,0,Nov-2004,0.0,1.0,4.0,0.0,18.0,17.0,6.0,0.0,0
762895,744954,10800.0,3,12.99,363.85,C,C1,其他,普通企业,金融业,10+ years,0,1,2,1,2,2014-06-01,0,483.0,3,5.24,0.0,695.0,699.0,0.0,0,0,0.0,9968.0,50.9,0,Nov-1993,0.0,1.0,7.0,0.0,19.0,27.0,16.0,0.0,0
345954,744955,12000.0,3,11.49,395.66,B,B5,工程师,政府机构,金融业,2 years,0,1,1,0,0,2015-11-01,0,167.0,8,18.18,0.0,745.0,749.0,0.0,0,0,0.0,43226.0,37.1,0,Dec-1995,0.0,1.0,7.0,0.0,7.0,25.0,14.0,0.0,0
763368,744956,8000.0,3,21.0,301.41,E,E2,工人,政府机构,信息传输、软件和信息技术服务业,10+ years,0,2,2,0,0,2013-05-01,9,63.0,14,14.6,0.0,700.0,704.0,0.0,17,2431,988.1925049332707,15690.0,31.4,1,Aug-2006,10.0,1.0,5.0,0.0,6.0,14.0,10.0,0.0,0
776095,744957,1250.0,3,16.99,44.56,D,D3,职员,普通企业,农、林、牧、渔业,2 years,1,0,2,0,0,2015-09-01,10,390.0,13,8.2,0.0,680.0,684.0,0.0,0,0,0.0,6184.0,44.8,1,Jul-2007,11.0,1.0,5.0,0.0,2.0,16.0,5.0,1.0,0
428476,744958,23000.0,5,15.31,550.92,C,C5,工程师,政府机构,电力、热力生产供应业,6 years,1,0,0,1,5,2016-04-01,0,731.0,0,25.93,0.0,685.0,689.0,0.0,0,0,0.0,21294.0,41.8,0,Oct-1994,0.0,1.0,7.0,0.0,7.0,38.0,16.0,0.0,0
164964,744959,16000.0,5,16.82,396.1,E,E2,职员,政府机构,房地产业,10+ years,2,1,2,0,0,2010-05-01,0,167.0,8,22.56,0.0,675.0,679.0,0.0,0,0,0.0,21655.0,77.8,1,Oct-1984,38.0,1.0,,,,,,,1
666845,744960,25000.0,3,5.32,752.87,A,A1,其他,幼教与中小学校,金融业,3 years,0,0,0,1,5,2016-03-01,0,149.0,22,13.22,0.0,745.0,749.0,0.0,0,0,0.0,16165.0,22.1,0,Feb-2002,0.0,1.0,4.0,0.0,22.0,19.0,10.0,0.0,0
702009,744961,12000.0,3,13.11,404.97,B,B4,职员,普通企业,电力、热力生产供应业,10+ years,0,0,2,3,0,2013-06-01,0,306.0,26,9.85,0.0,670.0,674.0,0.0,0,0,0.0,8012.0,97.7,0,Jun-1999,0.0,1.0,5.0,0.0,3.0,16.0,15.0,1.0,1
116313,744962,16000.0,3,12.88,538.18,C,C2,工人,普通企业,制造业,8 years,1,0,2,1,1,2016-01-01,0,392.0,32,13.59,0.0,725.0,729.0,0.0,0,0,0.0,22056.0,57.3,1,Dec-1999,2.0,1.0,5.0,0.0,4.0,8.0,6.0,0.0,0
172146,744963,3000.0,3,15.61,104.9,D,D1,其他,普通企业,信息传输、软件和信息技术服务业,7 years,1,0,2,0,0,2015-03-01,5,51.0,13,9.8,0.0,680.0,684.0,0.0,0,0,0.0,11565.0,54.3,1,Apr-1990,6.0,1.0,13.0,0.0,1.0,18.0,9.0,0.0,1
317606,744964,20075.0,3,9.16,639.88,B,B2,其他,政府机构,住宿和餐饮业,10+ years,0,1,0,1,0,2016-02-01,0,171.0,8,28.06,0.0,715.0,719.0,0.0,0,0,0.0,23914.0,43.8,0,Dec-2000,0.0,1.0,13.0,0.0,12.0,24.0,11.0,0.0,0
522096,744965,5600.0,3,11.49,184.64,B,B5,其他,政府机构,交通运输、仓储和邮政业,10+ years,0,1,2,2,0,2016-06-01,0,363.0,43,14.35,0.0,675.0,679.0,0.0,4,416,158.03168339671538,34353.0,98.4,0,Sep-2001,0.0,1.0,7.0,0.0,6.0,14.0,9.0,0.0,0
481582,744966,19000.0,3,16.99,677.31,D,D3,其他,政府机构,金融业,10+ years,0,2,1,1,1,2014-06-01,2,173.0,32,3.91,0.0,680.0,684.0,0.0,0,0,0.0,67062.0,51.3,0,Apr-1972,5.0,1.0,12.0,0.0,7.0,28.0,21.0,0.0,0
368892,744967,35000.0,5,15.77,846.87,D,D1,职员,政府机构,信息传输、软件和信息技术服务业,10+ years,0,0,2,1,2,2016-01-01,0,498.0,32,15.58,0.0,675.0,679.0,0.0,0,0,0.0,35234.0,87.9,0,May-2002,0.0,1.0,5.0,0.0,26.0,14.0,6.0,0.0,0
608634,744968,18900.0,3,13.99,645.87,C,C3,工人,普通企业,公共服务、社会组织,,2,0,0,0,0,2017-02-01,0,127.0,13,28.72,0.0,670.0,674.0,0.0,12,252,61.880108951336524,41443.0,61.9,0,Oct-1991,0.0,1.0,10.0,0.0,3.0,13.0,7.0,0.0,0
232572,744969,15000.0,3,9.17,478.19,B,B2,其他,普通企业,电力、热力生产供应业,10+ years,0,2,1,1,0,2015-08-01,0,64.0,14,10.68,3.0,680.0,684.0,0.0,0,0,0.0,1650.0,10.8,0,Aug-2003,0.0,1.0,4.0,0.0,13.0,12.0,10.0,3.0,0
444976,744970,8000.0,3,12.69,268.36,C,C2,工程师,普通企业,金融业,3 years,0,0,1,0,0,2015-05-01,1,190.0,17,6.45,2.0,685.0,689.0,0.0,0,0,0.0,6417.0,77.3,1,Jul-1996,1.0,1.0,2.0,0.0,5.0,4.0,2.0,0.0,0
544729,744971,3650.0,3,16.99,130.12,D,D3,职员,上市企业,采矿业,5 years,1,0,2,0,0,2015-11-01,5,519.0,9,13.52,0.0,660.0,664.0,0.0,0,0,0.0,5848.0,97.5,1,Jan-2008,6.0,1.0,3.0,0.0,15.0,3.0,3.0,0.0,0
82591,744972,7000.0,3,10.41,227.23,B,B3,工程师,普通企业,批发和零售业,10+ years,0,1,0,1,0,2018-04-01,4,172.0,13,16.94,0.0,700.0,704.0,0.0,0,0,0.0,20261.0,65.8,0,Jun-2003,4.0,1.0,8.0,0.0,10.0,13.0,10.0,1.0,0
421021,744973,14000.0,3,13.33,473.95,C,C3,职员,普通企业,金融业,10+ years,1,1,2,1,1,2015-10-01,4,131.0,6,14.02,0.0,685.0,689.0,0.0,0,0,0.0,6871.0,98.2,0,Sep-2004,4.0,1.0,2.0,0.0,10.0,12.0,6.0,0.0,1
704403,744974,18000.0,3,9.99,580.73,B,B3,职员,世界五百强,制造业,9 years,0,0,1,1,1,2015-07-01,4,307.0,14,29.08,1.0,675.0,679.0,0.0,0,0,0.0,4418.0,16.0,0,Nov-1994,4.0,1.0,2.0,0.0,11.0,16.0,7.0,0.0,0
726569,744975,20050.0,3,16.55,710.36,D,D2,工程师,政府机构,住宿和餐饮业,10+ years,2,0,2,1,5,2015-05-01,0,394.0,35,35.43,0.0,710.0,714.0,0.0,0,0,0.0,45520.0,77.9,1,Sep-1993,0.0,1.0,9.0,0.0,4.0,12.0,6.0,0.0,0
188818,744976,10000.0,3,12.62,335.12,C,C1,工程师,政府机构,交通运输、仓储和邮政业,4 years,1,2,0,1,5,2017-08-01,0,433.0,14,21.64,0.0,665.0,669.0,0.0,0,0,0.0,4398.0,53.0,0,May-1999,0.0,1.0,4.0,0.0,14.0,11.0,3.0,5.0,0
246428,744977,13000.0,3,11.49,428.63,B,B5,其他,普通企业,信息传输、软件和信息技术服务业,,0,0,2,0,0,2016-09-01,4,451.0,36,15.54,0.0,695.0,699.0,0.0,0,0,0.0,9924.0,51.7,0,Nov-1981,4.0,1.0,4.0,0.0,6.0,10.0,4.0,2.0,1
676223,744978,8000.0,3,11.14,262.43,B,B1,其他,政府机构,住宿和餐饮业,4 years,1,0,0,1,3,2010-01-01,0,31.0,2,8.12,0.0,730.0,734.0,0.0,20,640,262.8327175848167,8127.0,60.2,1,Nov-2000,38.0,1.0,,,,,,,0
623958,744979,35000.0,5,9.16,729.27,B,B2,其他,政府机构,农、林、牧、渔业,5 years,0,1,1,1,0,2016-03-01,2,221.0,8,7.92,0.0,820.0,824.0,0.0,0,0,0.0,1837.0,5.6,0,Apr-1997,5.0,1.0,1.0,0.0,5.0,10.0,5.0,0.0,0
549769,744980,6000.0,3,12.29,200.12,C,C1,公务员,幼教与中小学校,交通运输、仓储和邮政业,,1,1,1,1,3,2015-06-01,0,195.0,38,10.6,0.0,665.0,669.0,0.0,0,0,0.0,103.0,1.6,1,Mar-2000,0.0,1.0,2.0,0.0,3.0,7.0,3.0,0.0,0
207900,744981,5600.0,3,8.24,176.11,B,B1,职员,普通企业,批发和零售业,3 years,1,0,1,1,5,2016-10-01,0,72.0,10,17.4,0.0,670.0,674.0,0.0,0,0,0.0,4920.0,26.7,1,Jan-2005,0.0,1.0,9.0,0.0,19.0,14.0,10.0,0.0,1
659140,744982,12000.0,5,18.84,310.24,E,E2,其他,上市企业,住宿和餐饮业,2 years,0,0,1,0,0,2015-03-01,0,226.0,21,24.51,0.0,675.0,679.0,0.0,0,0,0.0,26467.0,71.9,0,Dec-1998,0.0,1.0,10.0,0.0,37.0,13.0,7.0,0.0,1
94190,744983,4000.0,3,9.75,128.6,B,B3,其他,普通企业,金融业,2 years,0,1,0,0,0,2016-03-01,2,117.0,37,29.68,0.0,750.0,754.0,0.0,0,0,0.0,14875.0,23.9,0,Apr-1992,5.0,1.0,4.0,0.0,8.0,18.0,11.0,0.0,1
534667,744984,7500.0,3,12.85,252.17,B,B4,公务员,上市企业,电力、热力生产供应业,10+ years,1,1,0,0,0,2014-01-01,0,136.0,8,10.38,2.0,700.0,704.0,0.0,0,0,0.0,5028.0,39.0,1,Aug-1993,0.0,1.0,4.0,,5.0,25.0,13.0,0.0,0
445079,744985,12000.0,5,18.99,311.23,E,E1,其他,高等教育机构,批发和零售业,5 years,1,2,2,0,0,2016-01-01,0,343.0,27,33.74,0.0,690.0,694.0,0.0,0,0,0.0,13157.0,69.2,0,Oct-2002,0.0,1.0,3.0,0.0,42.0,11.0,8.0,0.0,1
37725,744986,10000.0,3,11.53,329.91,B,B5,工程师,幼教与中小学校,金融业,10+ years,0,1,0,1,0,2015-07-01,7,177.0,26,14.33,0.0,710.0,714.0,0.0,0,0,0.0,6087.0,93.6,0,Jul-1976,8.0,1.0,1.0,0.0,6.0,23.0,14.0,1.0,0
344776,744987,5000.0,3,13.49,169.66,C,C2,职员,普通企业,国际组织,4 years,0,0,1,0,0,2016-08-01,0,19.0,14,0.81,0.0,670.0,674.0,0.0,0,0,0.0,35446.0,68.4,0,Jun-1972,0.0,1.0,7.0,0.0,3.0,19.0,7.0,0.0,0
226226,744988,13800.0,5,18.25,352.31,E,E1,工程师,政府机构,采矿业,1 year,0,0,1,0,0,2015-09-01,2,250.0,37,20.83,0.0,690.0,694.0,0.0,0,0,0.0,6367.0,34.6,0,Nov-2005,5.0,1.0,4.0,0.0,25.0,9.0,5.0,0.0,0
504536,744989,8500.0,3,6.03,258.71,A,A1,其他,政府机构,住宿和餐饮业,3 years,1,0,0,0,0,2014-08-01,0,149.0,22,13.86,0.0,775.0,779.0,0.0,0,0,0.0,6447.0,11.6,1,Jan-2006,0.0,1.0,3.0,0.0,10.0,7.0,6.0,0.0,0
97970,744990,12000.0,3,10.49,389.98,B,B3,工人,普通企业,建筑业,5 years,1,0,0,1,3,2016-10-01,4,459.0,8,9.78,0.0,660.0,664.0,0.0,0,0,0.0,2857.0,29.2,0,Jan-2005,4.0,1.0,1.0,0.0,13.0,11.0,8.0,1.0,0
386388,744991,19300.0,3,9.17,615.27,B,B1,职员,普通企业,住宿和餐饮业,< 1 year,1,0,0,2,0,2014-10-01,0,271.0,35,28.56,2.0,660.0,664.0,0.0,0,0,0.0,19260.0,71.6,1,Jan-2003,0.0,1.0,8.0,0.0,19.0,18.0,10.0,0.0,0
208207,744992,20000.0,3,11.99,664.2,B,B3,其他,普通企业,农、林、牧、渔业,3 years,0,0,1,0,0,2013-10-01,0,19.0,14,23.98,0.0,670.0,674.0,0.0,0,0,0.0,9479.0,53.0,1,Nov-2008,0.0,1.0,7.0,0.0,10.0,22.0,8.0,0.0,1
593266,744993,6000.0,3,9.17,191.28,B,B2,其他,上市企业,批发和零售业,6 years,0,1,2,2,1,2015-09-01,0,164.0,20,19.43,5.0,685.0,689.0,0.0,0,0,0.0,9203.0,51.1,1,Oct-1992,0.0,1.0,5.0,0.0,11.0,12.0,5.0,0.0,0
327380,744994,16625.0,3,6.71,511.14,A,A3,工程师,世界五百强,公共服务、社会组织,,2,0,0,1,0,2018-04-01,4,253.0,21,29.24,0.0,730.0,734.0,0.0,0,0,0.0,20426.0,25.8,0,May-2002,4.0,1.0,8.0,0.0,3.0,37.0,21.0,0.0,0
10064,744995,4500.0,3,6.49,137.91,A,A2,职员,政府机构,采矿业,10+ years,0,0,0,1,3,2014-10-01,0,4.0,3,15.68,0.0,715.0,719.0,0.0,0,0,0.0,24762.0,55.5,1,Sep-1998,0.0,1.0,6.0,0.0,10.0,15.0,8.0,0.0,0
716278,744996,15000.0,3,11.49,494.57,B,B5,其他,政府机构,住宿和餐饮业,3 years,1,0,1,0,0,2016-12-01,8,240.0,21,15.45,0.0,710.0,714.0,0.0,0,0,0.0,8876.0,34.8,1,May-2000,9.0,1.0,4.0,0.0,8.0,8.0,5.0,0.0,0
308571,744997,3000.0,3,13.66,102.04,C,C3,其他,政府机构,公共服务、社会组织,10+ years,1,2,1,1,4,2014-11-01,9,286.0,16,21.66,0.0,720.0,724.0,0.0,0,0,0.0,15633.0,52.1,1,Apr-1989,10.0,1.0,7.0,0.0,3.0,12.0,9.0,0.0,0
712583,744998,3400.0,3,16.99,121.21,D,D3,其他,普通企业,电力、热力生产供应业,2 years,1,1,0,1,0,2015-05-01,0,143.0,8,20.14,0.0,675.0,679.0,0.0,0,0,0.0,4541.0,61.4,1,Oct-2007,0.0,1.0,4.0,0.0,7.0,14.0,7.0,0.0,0
91034,744999,10000.0,3,12.62,335.12,C,C1,其他,普通企业,文化和体育业,3 years,1,0,0,1,1,2017-08-01,0,141.0,13,8.75,0.0,660.0,664.0,0.0,0,0,0.0,2994.0,71.3,0,Nov-2006,0.0,1.0,3.0,0.0,2.0,7.0,5.0,2.0,0
121218,745000,3350.0,3,19.52,123.69,E,E2,其他,普通企业,金融业,3 years,0,0,0,3,5,2014-08-01,5,162.0,2,9.62,0.0,680.0,684.0,0.0,0,0,0.0,4762.0,52.9,1,May-1997,6.0,1.0,6.0,0.0,4.0,8.0,4.0,0.0,1
769681,745001,20300.0,3,9.17,647.15,B,B1,公务员,政府机构,文化和体育业,10+ years,2,1,1,0,0,2014-06-01,3,465.0,19,27.99,0.0,725.0,729.0,0.0,0,0,0.0,25774.0,58.7,0,May-1990,3.0,1.0,10.0,0.0,11.0,12.0,7.0,0.0,0
542394,745002,11400.0,5,16.59,280.82,D,D1,职员,普通企业,金融业,9 years,0,1,2,1,5,2014-04-01,4,185.0,3,9.46,0.0,660.0,664.0,1.0,0,0,0.0,4592.0,61.0,1,Apr-1998,4.0,1.0,4.0,,17.0,20.0,13.0,0.0,1
634899,745003,10000.0,3,7.51,311.11,A,A3,其他,普通企业,文化和体育业,< 1 year,1,0,1,2,0,2011-12-01,0,277.0,8,2.54,0.0,740.0,744.0,0.0,0,0,0.0,6822.0,48.0,1,Aug-2001,2825.0,1.0,,,,,,,0
419035,745004,6000.0,3,6.49,183.87,A,A2,其他,普通企业,交通运输、仓储和邮政业,8 years,0,1,0,0,0,2016-04-01,0,356.0,32,20.52,0.0,690.0,694.0,0.0,0,0,0.0,4058.0,99.0,0,May-2000,0.0,1.0,3.0,0.0,6.0,5.0,0.0,0.0,0
6715,745005,6000.0,3,8.39,189.1,B,B1,其他,普通企业,电力、热力生产供应业,,2,1,0,2,2,2016-02-01,4,878.0,43,8.45,0.0,670.0,674.0,1.0,15,270,73.81177130399698,4297.0,27.5,1,Apr-2001,4.0,1.0,4.0,0.0,18.0,22.0,9.0,1.0,0
4354,745006,12000.0,3,10.15,388.06,B,B2,职员,政府机构,信息传输、软件和信息技术服务业,10+ years,1,2,0,1,3,2014-10-01,4,38.0,21,22.39,0.0,675.0,679.0,0.0,0,0,0.0,10666.0,63.9,0,Nov-2004,4.0,1.0,7.0,0.0,12.0,16.0,11.0,0.0,0
298638,745007,25200.0,5,20.99,681.61,E,E5,工程师,幼教与中小学校,采矿业,10+ years,0,0,1,0,0,2015-11-01,4,477.0,7,5.43,0.0,660.0,664.0,0.0,0,0,0.0,11563.0,83.8,0,Aug-2008,4.0,1.0,3.0,0.0,2.0,10.0,10.0,0.0,0
190342,745008,12700.0,5,19.03,329.66,D,D3,公务员,政府机构,制造业,9 years,0,0,2,1,5,2018-01-01,0,38.0,21,24.05,0.0,705.0,709.0,0.0,0,0,0.0,9323.0,22.5,1,Feb-2002,0.0,1.0,4.0,0.0,8.0,21.0,14.0,1.0,0
395241,745009,25000.0,3,7.69,779.84,A,A4,工人,政府机构,公共服务、社会组织,5 years,0,1,1,0,0,2014-10-01,4,749.0,39,21.61,1.0,675.0,679.0,0.0,0,0,0.0,28130.0,77.1,1,Jun-2001,4.0,1.0,6.0,0.0,12.0,21.0,15.0,0.0,0
601180,745010,5000.0,3,10.99,163.67,B,B4,职员,普通企业,信息传输、软件和信息技术服务业,7 years,1,2,0,1,5,2015-07-01,3,275.0,8,23.34,0.0,665.0,669.0,0.0,0,0,0.0,3598.0,43.0,0,Apr-1979,3.0,1.0,3.0,,3.0,6.0,5.0,0.0,0
252533,745011,30000.0,3,6.97,925.91,A,A3,工人,普通企业,房地产业,10+ years,1,1,2,0,0,2016-02-01,4,17.0,13,13.11,0.0,710.0,714.0,0.0,0,0,0.0,40628.0,25.9,0,Nov-2003,4.0,1.0,14.0,0.0,5.0,30.0,25.0,0.0,0
535731,745012,14000.0,3,10.91,457.75,B,B4,其他,政府机构,住宿和餐饮业,9 years,1,1,1,0,0,2017-07-01,0,556.0,10,16.2,0.0,720.0,724.0,1.0,0,0,0.0,5680.0,35.7,0,Apr-2003,0.0,1.0,2.0,0.0,5.0,6.0,3.0,1.0,0
744672,745013,30000.0,3,17.14,1071.68,D,D4,其他,普通企业,电力、热力生产供应业,10+ years,2,1,2,0,0,2015-01-01,0,363.0,43,21.62,0.0,690.0,694.0,0.0,0,0,0.0,10671.0,79.6,1,Sep-2001,0.0,1.0,8.0,0.0,10.0,14.0,8.0,0.0,0
329110,745014,18000.0,5,14.08,419.58,C,C3,职员,普通企业,住宿和餐饮业,2 years,1,0,1,0,0,2017-06-01,0,153.0,11,20.29,0.0,720.0,724.0,1.0,0,0,0.0,1284.0,11.9,0,Sep-2006,0.0,1.0,2.0,0.0,27.0,5.0,3.0,0.0,1
164529,745015,10000.0,5,19.47,262.0,D,D5,工人,普通企业,信息传输、软件和信息技术服务业,5 years,0,0,1,2,0,2014-03-01,8,197.0,4,7.45,0.0,675.0,679.0,0.0,13,1586,472.42829810485995,3960.0,26.1,1,Oct-2000,9.0,1.0,6.0,0.0,2.0,9.0,6.0,0.0,0
423266,745016,11675.0,3,18.99,427.91,D,D3,其他,普通企业,文化和体育业,5 years,0,0,1,1,5,2016-09-01,0,589.0,24,21.69,0.0,675.0,679.0,0.0,0,0,0.0,6517.0,17.9,1,Sep-2006,0.0,1.0,2.0,0.0,6.0,10.0,7.0,1.0,0
721945,745017,12000.0,5,15.05,285.8,C,C4,其他,政府机构,电力、热力生产供应业,1 year,2,0,0,1,4,2017-05-01,2,239.0,7,8.92,0.0,725.0,729.0,0.0,0,0,0.0,1444.0,19.5,0,Nov-2012,5.0,1.0,2.0,0.0,1.0,5.0,5.0,0.0,0
65974,745018,15000.0,3,13.67,510.27,C,C3,工程师,政府机构,建筑业,10+ years,2,1,2,1,5,2016-04-01,0,87.0,11,28.6,0.0,715.0,719.0,0.0,0,0,0.0,23309.0,31.1,0,Mar-1996,0.0,1.0,6.0,0.0,12.0,32.0,20.0,0.0,0
454010,745019,24000.0,5,14.49,564.56,C,C4,其他,政府机构,住宿和餐饮业,10+ years,2,1,1,1,3,2016-07-01,0,535.0,17,12.39,0.0,680.0,684.0,0.0,0,0,0.0,26386.0,50.2,0,Nov-1996,0.0,1.0,8.0,0.0,8.0,17.0,7.0,0.0,0
211185,745020,10000.0,3,9.67,321.13,B,B1,工人,普通企业,电力、热力生产供应业,1 year,0,1,0,1,0,2013-12-01,4,521.0,24,17.65,0.0,695.0,699.0,1.0,25,975,266.61050967531776,6108.0,62.0,0,Aug-2002,83.0,1.0,4.0,,9.0,10.0,7.0,0.0,0
207343,745021,6500.0,3,10.49,211.24,B,B3,职员,政府机构,信息传输、软件和信息技术服务业,5 years,1,0,2,1,0,2014-11-01,0,86.0,35,27.53,1.0,660.0,664.0,0.0,0,0,0.0,3550.0,32.9,0,Oct-2001,0.0,1.0,3.0,0.0,4.0,10.0,7.0,0.0,0
204660,745022,3500.0,3,16.99,124.77,D,D3,职员,政府机构,电力、热力生产供应业,6 years,1,0,1,1,3,2015-09-01,0,11.0,5,17.9,0.0,670.0,674.0,0.0,0,0,0.0,8713.0,74.5,0,May-1998,0.0,1.0,6.0,0.0,2.0,9.0,6.0,0.0,0
311771,745023,14400.0,3,13.11,485.96,B,B4,公务员,普通企业,国际组织,2 years,2,0,1,0,0,2013-04-01,4,214.0,41,27.09,0.0,685.0,689.0,0.0,0,0,0.0,13802.0,59.6,0,Oct-2001,23884.0,1.0,5.0,0.0,22.0,11.0,7.0,0.0,0
106271,745024,18000.0,3,12.69,603.81,C,C2,工人,政府机构,批发和零售业,6 years,0,0,1,1,0,2015-04-01,0,104.0,23,26.01,0.0,730.0,734.0,0.0,0,0,0.0,9278.0,65.8,1,Jul-1993,0.0,1.0,2.0,0.0,3.0,12.0,7.0,0.0,0
759669,745025,10000.0,3,7.9,312.91,A,A4,公务员,上市企业,电力、热力生产供应业,10+ years,1,0,0,0,0,2013-04-01,0,38.0,21,13.51,0.0,765.0,769.0,0.0,0,0,0.0,6621.0,39.9,0,Nov-1995,26.0,1.0,4.0,0.0,4.0,13.0,8.0,0.0,0
406518,745026,18000.0,5,12.69,406.71,C,C2,其他,普通企业,住宿和餐饮业,10+ years,0,0,0,1,0,2015-10-01,0,284.0,13,26.61,0.0,665.0,669.0,0.0,0,0,0.0,20578.0,82.3,0,May-1997,0.0,1.0,8.0,0.0,17.0,19.0,10.0,0.0,1
738604,745027,10000.0,3,14.16,342.56,C,C2,公务员,世界五百强,金融业,2 years,0,0,0,1,5,2014-03-01,5,659.0,42,15.81,1.0,675.0,679.0,0.0,0,0,0.0,5604.0,47.9,0,Mar-2003,6.0,1.0,2.0,0.0,9.0,6.0,2.0,0.0,0
